7		0	2
8		0	3
10		0	1,3
14		0	4
15		0	1,3
17		0	3
21		0	2
25		0	1,3,4
27		0	2,3
30		0	1,3
31		0	
35		0	2
36		0	1,3
37		0	1,3
40		0	1,3
42		0	1,3
43		0	2
44		0	1,3
48		0	1,3
53		0	1,3
56		0	2
60		0	4
66		0	1,3
67		0	2
69		0	2,3
75		0	1,3
83		0	3
85		0	3,4
86		0	1,3
90		0	2
95		0	2,3
96		0	4
97		0	1,3
98		0	3
100		0	1,3
104		0	2,4
105		0	1,3
108		0	3,4
113		0	3,4
117		0	1,3
118		0	2
120		0	1,3
121		0	2
122		0	2
126		0	1,3
129		0	4
136		0	1,3
140		0	1,3
141		0	1,3
152		0	2,3
154		0	2,3
155		0	1,3
157		0	2
160		0	1,3
161		0	3
162		0	4
170		0	3
172		0	1,3
176		0	1,3
180		0	2,3
184		0	2
185		0	4
188		0	3
192		0	
195		0	4
196		0	1,3
199		0	2,3
202		0	1
203		0	3
207		0	1,3,4
211		0	1,4
213		0	1,3
216		0	1,3
217		0	2
219		0	1,3
220		0	4
231		0	4
235		0	1,3
238		0	1,3,4
241		0	4
243		0	2
244		0	1,3
246		0	1,2,3
252		0	3
260		0	0,2
266		0	1,3
272		0	1,3
278		0	1,3
280		0	1
284		0	1,3
285		0	2,3
286		0	3,4
288		0	1,4
291		0	2
295		0	
296		0	2
297		0	1,4
303		0	1,3
305		0	3,4
306		0	4
308		0	1,3
311		0	2,3
316		0	1,3,4
319		0	1,3
320		0	1,3
321		0	2
323		0	2,3
324		0	4
328		0	1,3,4
329		0	2
330		0	4
333		0	2
334		0	2
336		0	2,3
337		0	3
343		0	1,4
345		0	1,3
347		0	2
353		0	1,3
354		0	1
356		0	2,3
357		0	2,4
361		0	2
363		0	1,3
364		0	1,3,4
365		0	1,3,4
367		0	2
371		0	3
372		0	1,2,3
373		0	4
382		0	2
384		0	1,3
389		0	4
393		0	1,3
395		0	2
398		0	
402		0	1,3
403		0	4
404		0	
405		0	0,4
406		0	1,4
409		0	2
412		0	3
413		0	2
414		0	4
416		0	2
417		0	4
419		0	0,4
422		0	1,3
428		0	2
430		0	3
432		0	1,3
433		0	2
434		0	1,3
436		0	1,3,4
442		0	1,3
443		0	1,3
444		0	0,2
447		0	2
452		0	1,3
454		0	4
457		0	1,4
460		0	2
467		0	2
470		0	2,3
476		0	3
481		0	2
485		0	1,4
492		0	2,4
495		0	2
496		0	3,4
499		0	4
500		0	1,3
505		0	
506		0	2
509		0	2
510		0	1,3
512		0	1,3
517		0	3
520		0	4
522		0	1,3
524		0	2
527		0	1,3,4
536		0	4
537		0	
539		0	4
541		0	1,3,4
549		0	3
550		0	4
555		0	1,3
556		0	2
559		0	4
560		0	2
568		0	2
569		0	4
575		0	2
581		0	4
583		0	1,3
585		0	1,3
586		0	4
588		0	1,3
593		0	1,3
594		0	4
595		0	2
608		0	1,3
609		0	0,4
611		0	1,4
614		0	1
617		0	1,3,4
620		0	1,4
626		0	1,4
630		0	0,2,4
635		0	1,3,4
636		0	
640		0	1,3
641		0	2
643		0	4
644		0	4
647		0	1,3
649		0	4
652		0	3,4
653		0	2
660		0	0,2,4
662		0	4
667		0	1,4
668		0	4
670		0	1,3
671		0	1,2,3
672		0	1,4
674		0	1,4
679		0	4
682		0	1,4
683		0	4
684		0	4
686		0	3
689		0	1,3,4
694		0	2,3
696		0	1
698		0	2
699		0	1,3
704		0	2
707		0	1,3
710		0	2,4
712		0	2
714		0	1,3
719		0	0,2
721		0	0,2,4
722		0	1
727		0	1,3
728		0	4
733		0	2
738		0	1,3
741		0	4
744		0	1,3,4
748		0	1,3
751		0	1,3
754		0	2
756		0	2
764		0	2
765		0	1,3
771		0	1,3
777		0	4
778		0	2
780		0	1,3
781		0	0,2,4
790		0	3
791		0	2,3
800		0	1,3,4
801		0	1,3
810		0	2
812		0	1,3
816		0	3
817		0	1,3
818		0	1,3
823		0	2
825		0	2
826		0	3,4
827		0	2
830		0	0,2
832		0	2
834		0	1,4
835		0	0,2,4
839		0	2,4
840		0	2
843		0	1,3
845		0	2,4
847		0	1,3
848		0	2
851		0	1,3,4
852		0	0,2,4
853		0	1,4
854		0	
