3		0	1
11		0	1
47		0	2
60		0	2
62		0	2
79		0	1
81		0	1
82		0	2
90		0	2
106		0	1
113		0	2
125		0	1
133		0	4
134		0	1
231		0	1
245		0	1
255		0	2
272		0	1
293		0	1
297		0	1
300		0	1
307		0	1
321		0	0
322		0	1
337		0	1
344		0	1
353		0	6
376		0	1
378		0	2
412		0	1
422		0	1
441		0	1
446		0	1
451		0	2
483		0	2
506		0	1
531		0	1
534		0	2
543		0	2
573		0	1
581		0	1
586		0	1
610		0	1
638		0	2
643		0	1
661		0	1
670		0	1
687		0	6
706		0	1
720		0	1
728		0	1
758		0	2
774		0	1
782		0	1
788		0	2
807		0	4
813		0	1
839		0	1
840		0	2
843		0	2
867		0	1
880		0	1
887		0	1
893		0	1
903		0	1
906		0	0
917		0	1
946		0	2
960		0	1
1017		0	1
1033		0	2
1045		0	1
1049		0	1
1066		0	1
1076		0	1
1116		0	1
1121		0	2
1126		0	1
1139		0	1
1159		0	1
1168		0	1
1174		0	1
1186		0	1
1200		0	1
1211		0	1
1224		0	1
1242		0	1
1273		0	2
1276		0	2
1381		0	2
1383		0	1
1399		0	4
1428		0	1
1484		0	1
1489		0	1
1509		0	1
1511		0	2
1515		0	1
1522		0	4
1552		0	1
1603		0	2
1660		0	1
1712		0	1
1713		0	1
1715		0	1
1731		0	1
1751		0	1
1776		0	4
1796		0	1
1854		0	1
1866		0	1
1878		0	2
1962		0	1
1996		0	1
2005		0	1
2051		0	1
2053		0	1
2093		0	1
2157		0	1
2166		0	2
2195		0	1
2210		0	2
2214		0	2
2243		0	1
2272		0	1
2281		0	1
2283		0	1
2316		0	1
2395		0	1
2412		0	1
2423		0	1
2433		0	1
2447		0	1
2451		0	1
2455		0	2
2479		0	1
2493		0	1
2502		0	2
2511		0	1
2522		0	2
2526		0	1
2528		0	1
2532		0	2
2612		0	2
2619		0	1
2621		0	1
2632		0	1
2646		0	1
2679		0	1
2681		0	2
2683		0	2
2733		0	1
2763		0	1
2805		0	1
2859		0	1
2860		0	1
2861		0	1
2887		0	1
2896		0	1
2926		0	1
2933		0	4
2936		0	1
2937		0	1
2954		0	1
2969		0	1
3015		0	0
3046		0	2
3119		0	2
3121		0	2
3137		0	5
3157		0	1
3251		0	1
3261		0	2
3278		0	2
3324		0	1
3350		0	1
3354		0	1
3386		0	1
3420		0	1
3447		0	1
3452		0	1
3488		0	4
3489		0	1
3519		0	4
3525		0	2
3539		0	1
3543		0	2
3552		0	2
3556		0	5
3561		0	1
3568		0	1
3569		0	1
3572		0	1
3586		0	2
3593		0	1
3643		0	5
3652		0	0
3677		0	1
3723		0	0
3753		0	2
3755		0	1
3766		0	1
3784		0	1
3793		0	1
3803		0	2
3841		0	2
3887		0	1
3904		0	1
3935		0	1
3947		0	1
3973		0	1
4021		0	2
4052		0	1
4090		0	1
4107		0	0
4112		0	2
4141		0	1
4144		0	2
4147		0	1
4152		0	1
4171		0	1
4185		0	2
4219		0	1
4249		0	4
4275		0	1
4340		0	4
4352		0	1
4386		0	4
4395		0	2
4407		0	6
4437		0	1
4446		0	4
4451		0	2
4525		0	1
4593		0	1
4669		0	2
4678		0	2
4712		0	1
4753		0	1
4775		0	2
4799		0	1
4819		0	4
4823		0	1
4827		0	2
4837		0	1
4911		0	1
4926		0	2
4945		0	1
4950		0	2
4967		0	1
4968		0	4
4985		0	1
4990		0	2
4993		0	1
5005		0	1
5015		0	1
5032		0	1
5084		0	1
5100		0	4
5122		0	1
5123		0	1
5144		0	4
5145		0	0
5176		0	2
5197		0	2
5215		0	1
5224		0	1
5226		0	1
5234		0	1
5241		0	1
5319		0	1
5328		0	4
5331		0	1
5347		0	2
5365		0	1
5391		0	1
5397		0	1
5417		0	2
5425		0	1
5435		0	2
5474		0	2
5479		0	1
5481		0	2
5499		0	1
5508		0	1
5520		0	1
5542		0	1
5550		0	1
5556		0	1
5563		0	2
5566		0	1
5594		0	2
5596		0	2
5615		0	1
5654		0	1
5684		0	1
5695		0	2
5703		0	4
5708		0	2
5711		0	1
5732		0	1
5749		0	1
5761		0	1
5786		0	2
5791		0	1
5801		0	4
5836		0	1
5870		0	1
5898		0	2
5912		0	2
5924		0	1
5954		0	1
5955		0	1
5958		0	2
5987		0	1
6011		0	1
6025		0	1
6026		0	1
6118		0	2
6125		0	0
6130		0	2
6223		0	2
6229		0	1
6233		0	1
6261		0	2
6271		0	2
6292		0	4
6296		0	2
6329		0	2
6330		0	5
6334		0	4
6357		0	1
6375		0	1
6402		0	1
6447		0	2
6452		0	1
6457		0	1
6464		0	2
6465		0	1
6478		0	1
6484		0	1
6486		0	2
6503		0	1
6510		0	1
6534		0	1
6556		0	4
6563		0	1
6602		0	1
6604		0	1
6612		0	1
6642		0	2
6688		0	1
6689		0	1
6690		0	2
6737		0	1
6740		0	2
6746		0	1
6772		0	1
6782		0	0
6784		0	1
6805		0	1
6806		0	1
6822		0	0
6840		0	1
6842		0	1
6862		0	1
6866		0	1
6874		0	0
6882		0	2
6917		0	4
6924		0	2
6958		0	2
6965		0	1
7016		0	2
7049		0	2
7081		0	1
7112		0	1
7119		0	1
7139		0	1
7141		0	1
7177		0	2
7180		0	1
7197		0	1
7244		0	2
7260		0	1
7261		0	2
7290		0	1
7303		0	1
7304		0	1
7317		0	1
7320		0	2
7327		0	1
7336		0	4
7351		0	1
7362		0	2
7371		0	1
7382		0	1
7448		0	1
7476		0	1
7551		0	0
7561		0	2
7563		0	1
7569		0	2
7582		0	4
7590		0	1
7592		0	1
7606		0	1
7609		0	2
7612		0	1
7633		0	1
7702		0	2
7709		0	2
7717		0	1
7730		0	1
7755		0	1
7757		0	1
7765		0	2
7771		0	1
7778		0	1
7794		0	2
7855		0	1
7909		0	1
7919		0	2
7925		0	1
7958		0	1
7982		0	2
8002		0	1
8012		0	0
8023		0	1
8024		0	1
8025		0	1
8063		0	1
8066		0	2
8071		0	1
8074		0	2
8077		0	1
8101		0	1
8125		0	1
8179		0	4
8181		0	1
8188		0	1
8293		0	1
8327		0	0
8331		0	2
8334		0	1
8349		0	1
8354		0	2
8368		0	0
8405		0	1
8442		0	2
8452		0	1
8453		0	1
8470		0	1
8474		0	2
8477		0	1
8528		0	1
8539		0	1
8548		0	1
8586		0	1
8591		0	1
8593		0	2
8599		0	2
8612		0	4
8621		0	1
8635		0	2
8639		0	1
8640		0	1
8647		0	5
8659		0	1
8666		0	2
8693		0	4
8710		0	4
8714		0	2
8753		0	1
8764		0	0
8783		0	2
8784		0	2
8814		0	1
8815		0	4
8836		0	2
8846		0	2
8862		0	1
8873		0	2
8878		0	1
8883		0	1
8893		0	2
8909		0	2
8955		0	1
8971		0	1
9045		0	1
9084		0	1
9143		0	1
9145		0	1
9150		0	1
9177		0	2
9208		0	1
9222		0	1
9233		0	1
9234		0	1
9272		0	2
9285		0	4
9301		0	2
9318		0	1
9319		0	1
9334		0	1
9355		0	2
9370		0	2
9393		0	1
9395		0	1
9432		0	1
9497		0	5
9498		0	1
9540		0	2
9548		0	1
9613		0	1
9622		0	1
9634		0	1
9646		0	4
9648		0	1
9674		0	1
9702		0	2
9706		0	2
9715		0	2
9723		0	1
9732		0	1
9742		0	1
9776		0	2
9805		0	4
9823		0	1
9853		0	1
9855		0	1
9866		0	5
9870		0	1
9883		0	1
9906		0	1
9943		0	1
9956		0	1
9991		0	2
10004		0	4
10039		0	2
10040		0	1
10113		0	2
10116		0	2
10131		0	1
10176		0	2
10197		0	2
10222		0	1
10246		0	2
10302		0	1
10311		0	2
10320		0	1
10332		0	2
10353		0	1
10363		0	1
10378		0	2
10379		0	1
10400		0	2
10404		0	1
10433		0	1
10443		0	2
10454		0	2
10513		0	2
10521		0	1
10526		0	2
10531		0	1
10542		0	4
10567		0	1
10586		0	1
10588		0	2
10590		0	1
10595		0	2
10603		0	2
10613		0	1
10621		0	2
10635		0	1
10704		0	1
10720		0	1
10731		0	2
10733		0	2
10739		0	1
10774		0	1
10803		0	4
10825		0	2
10828		0	1
10841		0	1
10848		0	1
10879		0	6
10885		0	1
10900		0	1
10914		0	1
10916		0	1
10919		0	1
10957		0	0
10965		0	2
10973		0	1
10994		0	2
11008		0	1
11028		0	1
11040		0	1
11067		0	2
11086		0	2
11102		0	1
11109		0	1
11114		0	6
11126		0	2
11135		0	1
11153		0	1
11157		0	1
11165		0	6
11184		0	1
11189		0	0
11198		0	1
11201		0	5
11216		0	2
11269		0	0
11276		0	5
11284		0	2
11294		0	1
11301		0	4
11304		0	0
11309		0	1
11338		0	1
11346		0	4
11349		0	1
11393		0	2
11394		0	1
11397		0	1
11417		0	4
11424		0	1
11518		0	2
11585		0	1
11590		0	1
11601		0	1
11615		0	1
11617		0	2
11625		0	2
11635		0	1
11642		0	1
11659		0	2
11682		0	2
11697		0	6
11704		0	2
11733		0	1
11747		0	1
11748		0	1
11776		0	1
11779		0	1
11803		0	2
11809		0	5
11833		0	5
11861		0	1
11888		0	1
11905		0	1
11908		0	4
11919		0	1
11926		0	1
11930		0	2
11940		0	1
11993		0	1
12012		0	2
12025		0	4
12067		0	1
12073		0	1
12107		0	1
12109		0	1
12117		0	1
12118		0	1
12124		0	1
12128		0	0
12156		0	1
12179		0	1
12182		0	2
12194		0	2
12196		0	4
12199		0	1
12209		0	2
12234		0	1
12272		0	2
12276		0	1
12312		0	0
12334		0	2
12338		0	2
12357		0	2
12410		0	2
12422		0	2
12443		0	2
12448		0	1
12452		0	4
12460		0	1
12500		0	1
12508		0	2
12517		0	2
12531		0	1
12539		0	5
12578		0	1
12585		0	4
12591		0	0
12595		0	2
12622		0	1
12645		0	1
12670		0	4
12673		0	1
12689		0	1
12734		0	1
12766		0	2
12768		0	6
12775		0	2
12800		0	1
12815		0	1
12830		0	2
12864		0	1
12865		0	1
12868		0	4
12887		0	1
12929		0	2
12938		0	1
12952		0	1
12979		0	5
12994		0	1
13012		0	1
13027		0	4
13028		0	1
13035		0	1
13043		0	1
13044		0	1
13048		0	2
13055		0	1
13080		0	1
13084		0	2
13090		0	2
13094		0	1
13115		0	1
13134		0	2
13138		0	1
13140		0	2
13142		0	1
13144		0	1
13199		0	4
13218		0	1
13289		0	2
13290		0	1
13318		0	1
13342		0	1
13352		0	2
13358		0	0
13364		0	1
13370		0	1
13395		0	1
13397		0	1
13432		0	1
13440		0	1
13490		0	1
13520		0	1
13574		0	1
13602		0	2
13615		0	4
13616		0	1
13629		0	2
13641		0	6
13654		0	1
13655		0	1
13674		0	1
13714		0	1
13723		0	4
13743		0	1
13744		0	1
13748		0	2
13752		0	4
13766		0	2
13803		0	1
13831		0	0
13837		0	2
13869		0	6
13874		0	5
13876		0	1
13902		0	1
13905		0	1
13912		0	2
13940		0	2
13942		0	4
13950		0	1
13961		0	4
13964		0	5
13973		0	1
13985		0	2
13993		0	1
14001		0	1
14022		0	4
14030		0	1
14058		0	0
14116		0	2
14130		0	6
14132		0	4
14151		0	1
14163		0	1
14208		0	1
14211		0	1
14221		0	2
14243		0	4
14304		0	1
14348		0	1
14354		0	1
14369		0	1
14410		0	1
14414		0	1
14419		0	2
14421		0	4
14465		0	1
14470		0	2
14485		0	1
14511		0	2
14535		0	1
14566		0	1
14568		0	1
14578		0	1
14623		0	1
14648		0	1
14670		0	4
14677		0	1
14683		0	1
14690		0	4
14708		0	1
14718		0	2
14724		0	1
14726		0	1
14731		0	1
14768		0	2
14818		0	2
14830		0	1
14868		0	1
14871		0	1
14882		0	1
14887		0	1
14903		0	2
14926		0	2
14936		0	2
14941		0	1
14943		0	1
